Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Sexo;Edad;Grado de urbanización;Periodo;Total
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Total;2024;678.457
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Total;2023;690.634
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Total;2022;700.519
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Total;2021;711.770
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área densamente poblada;2025;308.749
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área densamente poblada;2024;317.052
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área densamente poblada;2023;323.526
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área densamente poblada;2022;329.223
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área densamente poblada;2021;336.216
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2025;288.397
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2024;294.498
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2023;299.272
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2022;303.059
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poblada nivel intermedio;2021;306.647
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poco poblada;2025;65.967
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poco poblada;2024;66.907
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poco poblada;2023;67.836
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poco poblada;2022;68.237
Total Nacional;01 Andalucía;;Hombres;Menos de 16 años;Área poco poblada;2021;68.907
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Total;2025;2.873.265
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Total;2024;2.859.471
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Total;2023;2.849.016
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Total;2022;2.825.443
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Total;2021;2.815.685
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área densamente poblada;2025;1.331.127
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área densamente poblada;2024;1.323.234
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área densamente poblada;2023;1.316.815
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área densamente poblada;2022;1.304.775
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área densamente poblada;2021;1.305.735
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2025;1.213.013
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2024;1.205.514
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2023;1.199.484
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2022;1.187.501
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poblada nivel intermedio;2021;1.176.641
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poco poblada;2025;329.125
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poco poblada;2024;330.723
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poco poblada;2023;332.717
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poco poblada;2022;333.167
Total Nacional;01 Andalucía;;Hombres;De 16 a 64 años;Área poco poblada;2021;333.309
Total Nacional;01 Andalucía;;Hombres;65 y más años;Total;2025;732.729
Total Nacional;01 Andalucía;;Hombres;65 y más años;Total;2024;711.427
Total Nacional;01 Andalucía;;Hombres;65 y más años;Total;2023;690.181
Total Nacional;01 Andalucía;;Hombres;65 y más años;Total;2022;670.658
Total Nacional;01 Andalucía;;Hombres;65 y más años;Total;2021;655.165
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área densamente poblada;2025;339.888
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área densamente poblada;2024;330.621
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área densamente poblada;2023;320.858
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área densamente poblada;2022;311.784
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área densamente poblada;2021;305.501
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poblada nivel intermedio;2025;286.445
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poblada nivel intermedio;2024;277.129
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poblada nivel intermedio;2023;268.258
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poblada nivel intermedio;2022;259.600
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poblada nivel intermedio;2021;251.878
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poco poblada;2025;106.396
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poco poblada;2024;103.677
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poco poblada;2023;101.065
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poco poblada;2022;99.274
Total Nacional;01 Andalucía;;Hombres;65 y más años;Área poco poblada;2021;97.786
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Total;2025;4.407.606
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Total;2024;4.382.507
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Total;2023;4.354.316
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Total;2022;4.314.547
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Total;2021;4.302.184
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área densamente poblada;2025;2.119.693
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área densamente poblada;2024;2.109.384
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área densamente poblada;2023;2.095.928
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área densamente poblada;2022;2.076.177
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área densamente poblada;2021;2.076.795
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poblada nivel intermedio;2025;1.802.008
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poblada nivel intermedio;2024;1.788.545
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poblada nivel intermedio;2023;1.774.053
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poblada nivel intermedio;2022;1.755.011
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poblada nivel intermedio;2021;1.742.109
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poco poblada;2025;485.905
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poco poblada;2024;484.578
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poco poblada;2023;484.335
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poco poblada;2022;483.359
Total Nacional;01 Andalucía;;Mujeres;Todas las edades;Área poco poblada;2021;483.280
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Total;2025;627.185
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Total;2024;639.704
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Total;2023;651.009
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Total;2022;659.667
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Total;2021;671.253
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área densamente poblada;2025;291.633
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área densamente poblada;2024;299.030
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área densamente poblada;2023;305.443
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área densamente poblada;2022;310.604
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área densamente poblada;2021;317.982
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2025;272.947
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2024;277.791
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2023;282.066
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2022;285.060
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poblada nivel intermedio;2021;288.553
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poco poblada;2025;62.605
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poco poblada;2024;62.883
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poco poblada;2023;63.500
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poco poblada;2022;64.003
Total Nacional;01 Andalucía;;Mujeres;Menos de 16 años;Área poco poblada;2021;64.718
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Total;2025;2.853.561
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Total;2024;2.841.017
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Total;2023;2.825.448
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Total;2022;2.798.350
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Total;2021;2.790.458
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área densamente poblada;2025;1.365.166
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área densamente poblada;2024;1.359.560
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área densamente poblada;2023;1.351.977
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área densamente poblada;2022;1.338.364
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área densamente poblada;2021;1.339.749
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2025;1.185.534
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2024;1.178.104
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2023;1.169.483
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2022;1.156.473
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poblada nivel intermedio;2021;1.147.606
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poco poblada;2025;302.861
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poco poblada;2024;303.353
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poco poblada;2023;303.988
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poco poblada;2022;303.513
Total Nacional;01 Andalucía;;Mujeres;De 16 a 64 años;Área poco poblada;2021;303.103
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Total;2025;926.860
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Total;2024;901.786
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Total;2023;877.859
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Total;2022;856.530
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Total;2021;840.473
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área densamente poblada;2025;462.894
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área densamente poblada;2024;450.794
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área densamente poblada;2023;438.508
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área densamente poblada;2022;427.209
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área densamente poblada;2021;419.064
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poblada nivel intermedio;2025;343.527
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poblada nivel intermedio;2024;332.650
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poblada nivel intermedio;2023;322.504
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poblada nivel intermedio;2022;313.478
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poblada nivel intermedio;2021;305.950
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poco poblada;2025;120.439
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poco poblada;2024;118.342
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poco poblada;2023;116.847
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poco poblada;2022;115.843
Total Nacional;01 Andalucía;;Mujeres;65 y más años;Área poco poblada;2021;115.459
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;2025;770.554
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;2024;760.964
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;2023;753.364
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;2022;739.541
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Total;2021;730.430
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área densamente poblada;2025;259.061
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área densamente poblada;2024;255.483
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área densamente poblada;2023;253.520
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área densamente poblada;2022;250.399
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área densamente poblada;2021;251.687
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poblada nivel intermedio;2025;417.549
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poblada nivel intermedio;2024;412.005
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poblada nivel intermedio;2023;406.541
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poblada nivel intermedio;2022;397.139
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poblada nivel intermedio;2021;387.277
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poco poblada;2025;93.944
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poco poblada;2024;93.476
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poco poblada;2023;93.303
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poco poblada;2022;92.003
Total Nacional;01 Andalucía;04 Almería;Total;Todas las edades;Área poco poblada;2021;91.466
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Total;2025;129.156
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Total;2024;129.928
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Total;2023;130.357
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Total;2022;129.703
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Total;2021;129.694
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área densamente poblada;2025;43.460
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área densamente poblada;2024;43.838
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área densamente poblada;2023;44.324
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área densamente poblada;2022;44.659
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área densamente poblada;2021;45.349
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poblada nivel intermedio;2025;74.600
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poblada nivel intermedio;2024;75.064
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poblada nivel intermedio;2023;75.034
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poblada nivel intermedio;2022;74.260
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poblada nivel intermedio;2021;73.608
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poco poblada;2025;11.096
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poco poblada;2024;11.026
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poco poblada;2023;10.999
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poco poblada;2022;10.784
Total Nacional;01 Andalucía;04 Almería;Total;Menos de 16 años;Área poco poblada;2021;10.737
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Total;2025;515.695
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Total;2024;509.560
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Total;2023;505.589
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Total;2022;495.893
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Total;2021;489.465
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área densamente poblada;2025;172.885
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área densamente poblada;2024;170.331
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área densamente poblada;2023;169.425
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área densamente poblada;2022;167.218
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área densamente poblada;2021;168.497
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área poblada nivel intermedio;2025;285.180
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área poblada nivel intermedio;2024;281.641
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área poblada nivel intermedio;2023;278.490
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área poblada nivel intermedio;2022;271.801
Total Nacional;01 Andalucía;04 Almería;Total;De 16 a 64 años;Área poblada nivel intermedio;2021;264.195
